# EvtID pe_px[MeV/c] pe_py[MeV/c] pe_pz[MeV/c] prec_px[MeV/c] prec_py[MeV/c] prec_pz[MeV/c] pidrec zvtx[cm] weight
231480 -8.9754041849e+01 -1.0291849319e+03 4.7334453810e+03 2.2160597971e+02 -6.5204100149e+00 -2.9721129726e+02 2212 -2.6823067020e+00 1.1320568724e+00
231497 2.9301585510e+02 -1.1482354189e+03 4.7290239382e+03 3.2002185599e+02 -3.4152958672e+01 -3.7961692503e+02 2212 -1.0841266678e+00 1.0736590856e-02
231516 -2.6589071336e+02 -1.0604637218e+03 4.5265355196e+03 2.3930798631e+02 3.0107253818e+01 -3.0786133518e+02 2212 -1.3554484055e+00 5.3402130251e-01
231531 1.4901517665e+02 -9.8815549726e+02 4.1442514865e+03 4.1929600830e+02 1.2307403900e+02 -2.8299092660e+02 2212 -7.8785234550e-01 2.1796235651e-01
232056 -2.1543169907e+02 -1.1778046401e+03 4.7875291929e+03 2.6411366736e+02 -1.4920992122e+01 -4.2536123744e+02 2212 -5.0378534251e+00 4.4455642032e-03
232356 -1.7336877803e+02 -1.0264917168e+03 3.9991065030e+03 3.9483025111e+02 -1.0302621658e+02 -4.0765098659e+01 2212 -1.7208502961e+00 3.3872309841e+00
232452 -1.7373210981e+02 -9.9493930217e+02 3.8835688111e+03 1.8444845271e+02 3.5638444286e+01 -2.0969374834e+02 2212 -5.2904148581e+00 5.3551652592e+00
232927 -2.1957066461e+01 -9.6854485393e+02 3.7921927741e+03 2.3552871724e+02 -5.0436006739e+01 -4.0028759876e+02 2212 -1.2914395817e+00 4.9617965497e-02
233105 -1.1505040898e+02 -9.8228375114e+02 4.3904682985e+03 4.4888899658e+02 -1.0008728102e+02 -1.5965699755e+02 2212 -3.3840636427e+00 1.3225547329e+00
233144 1.0217208462e+01 -1.1579853902e+03 4.4561839535e+03 2.3255026984e+02 -1.2709461027e+01 -4.2461014136e+02 2212 -5.1378724393e+00 6.0453046661e-03
233970 7.6320208851e+01 -9.2037059510e+02 3.9616131720e+03 4.3901211417e+02 1.4318407432e+02 -3.1349213708e+02 2212 -4.5980561404e+00 1.2012032594e-01
234239 -2.1723742140e+02 -1.0964731841e+03 4.4678526358e+03 3.6447826165e+02 7.8490376958e+01 -3.8115820117e+02 2212 -8.3180077211e-01 2.0997594538e-02
234582 -1.4727548747e+02 -1.0001195801e+03 4.2088346245e+03 3.4957985164e+02 -1.0842913592e+02 -2.4012737132e+02 2212 -5.4113811401e+00 8.1392979115e-01
234765 3.4931615607e-01 -1.1313067329e+03 4.5870448159e+03 3.8361280276e+02 2.7177040237e+00 -2.9831043527e+02 2212 -3.2560049505e+00 1.3525874132e-01
235333 1.0076924016e+01 -1.0964281782e+03 4.5611727249e+03 4.1462672276e+02 -7.2140263655e+00 -5.2366224523e+01 2212 -4.3360262755e+00 3.2036319044e+00
235942 -1.3785158763e+02 -8.8642317664e+02 3.7994179013e+03 2.1500386318e+02 -1.5727833236e+00 -4.2374836453e+02 2212 -4.5060500114e+00 4.6787585420e-02
237037 2.5610590189e+02 -1.0116592302e+03 4.5130165069e+03 3.9188848995e+02 8.1695553533e+00 -1.9055684107e+02 2212 -1.5720108985e+00 1.2514208715e+00
237818 -1.3714211842e+02 -1.0722676859e+03 4.6232246526e+03 2.9603523049e+02 1.0132481725e+02 -3.7412922142e+02 2212 -9.2237081565e-01 1.0492608867e-01
237976 -1.4561565587e+02 -1.0189249936e+03 4.7998645509e+03 2.6372203605e+02 -4.2270101528e+01 -4.1616777916e+02 2212 -1.2199627673e+00 3.0921864944e-02
238082 1.4306528038e+02 -1.1130932484e+03 4.4868949256e+03 5.3614563713e+02 1.1083751375e+02 -6.3829113435e+01 2212 -4.8380072969e+00 8.4138641337e-01
238106 -1.5747215029e+02 -9.9175446970e+02 4.3006160502e+03 3.4454107126e+02 -1.6598665017e+01 -3.0501884946e+02 2212 -1.9577893168e+00 3.6878941753e-01
238231 -2.6930106505e+02 -1.0860827131e+03 4.5283995545e+03 6.6269053440e+01 1.8241150668e+01 -4.6122723768e+02 2212 -1.4256513498e+00 4.6357794616e-03
238408 -7.4208219817e+01 -1.1332024253e+03 4.5775149525e+03 3.2681453041e+02 8.4292223137e+01 -3.9556257882e+02 2212 -9.4087349786e-01 1.5012444078e-02
239115 -1.7933743716e+02 -9.9427852403e+02 4.0603477386e+03 2.7481268091e+02 -5.5301496238e+01 -4.0769370704e+02 2212 -8.1559606898e-01 2.3871145926e-02
239197 1.3187830565e+02 -9.5083352205e+02 4.3609601444e+03 1.9133899181e+02 -2.5171757910e+00 -3.0008760995e+02 2212 -2.3358279474e+00 1.5586754954e+00
239472 2.3520787076e+02 -1.1121724103e+03 4.7453568014e+03 4.8494388530e+02 -1.2336004317e+02 -2.0154472273e+02 2212 -7.6595364558e-01 1.7189755099e-01
240046 1.9729184847e+02 -1.1774541905e+03 4.5748001072e+03 2.9228214006e+02 7.3977798961e+01 -2.3931847467e+02 2212 -2.3640780111e+00 5.7864016607e-01
240642 1.4166390991e+01 -9.9433566871e+02 4.4558007004e+03 3.7629514886e+02 -1.3239843891e+02 -3.4468431409e+02 2212 -3.7974424667e+00 7.8723374569e-02
241056 -1.6626999290e+02 -8.9921731239e+02 3.7348048191e+03 2.3602936846e+02 -6.7290623955e+01 -4.0884713208e+02 2212 -2.7351187095e+00 4.8473154101e-02
241635 -5.8877385146e+01 -1.0519951424e+03 4.3977045463e+03 3.0866885079e+02 -7.8463524896e+01 -2.2120616940e+02 2212 -3.3370551101e+00 1.3671226372e+00
241654 1.7382629638e+02 -1.0996407801e+03 4.7577625683e+03 1.8358759872e+02 -2.4304379576e+01 -3.4586578365e+02 2212 -4.6179831850e+00 2.5986049964e-01
242505 -2.8419603035e+02 -1.0319702116e+03 4.5538078786e+03 3.7049924952e+02 -1.0430830822e+02 -2.1672778975e+02 2212 -2.0645320446e+00 8.8114811537e-01
242695 1.9399231218e+02 -1.0117024570e+03 4.0661536767e+03 2.6762287558e+02 -2.2685383814e+01 -1.9937331815e+02 2212 -1.9489536046e+00 2.6320284551e+00
243577 -1.3519849235e+02 -1.1627737629e+03 4.3847445127e+03 3.2547065901e+02 -7.1930226658e+01 -3.4194297365e+02 2212 -1.8396261644e+00 4.2163976914e-02
243866 3.1120615318e+01 -9.9647373027e+02 4.0959178136e+03 4.2727047677e+02 -9.8507850172e+01 -2.6983508331e+02 2212 -3.4503530625e+00 2.1577398326e-01
244903 -2.4454102385e+02 -1.1014868469e+03 4.5416858035e+03 1.2848840323e+02 -5.0001990739e+00 -4.5145131709e+02 2212 -4.9735266431e+00 5.5096824984e-03
245567 2.4010449018e+02 -1.1241252451e+03 4.5875193458e+03 1.2014304833e+02 -1.2236012212e+01 -4.2034153146e+02 2212 -1.9574213442e+00 1.8960444814e-02
245948 -1.3479304840e+02 -9.0211614587e+02 3.8963787442e+03 4.8851823589e+02 -1.0075787678e+02 -1.0852496035e+02 2212 -1.7073933717e+00 1.7651738152e+00
246037 -8.8390316710e+01 -1.0134165517e+03 3.9021663374e+03 4.5365620843e+02 -5.6666475714e+01 -4.8773142890e+01 2212 -3.0782818592e+00 2.3479398044e+00
246394 6.4327271896e+01 -9.3881032384e+02 4.3112327876e+03 3.8061484593e+02 -1.1450424805e+02 -2.1830801647e+02 2212 -2.1533803637e+00 1.2710115943e+00
246549 1.6368090517e+02 -9.8124458486e+02 4.2887899879e+03 2.2386168393e+02 -7.1743400241e+01 -1.2522549454e+02 2212 -2.7016895958e+00 1.5808703523e+01
246886 -1.6623189423e+02 -9.4599420507e+02 3.8080103488e+03 4.4096318334e+02 2.9129183510e+01 -1.5063780193e+02 2212 -4.6727144073e+00 1.5192442674e+00
247140 1.8996610553e+02 -1.0496040140e+03 4.6149541769e+03 3.0513533303e+02 2.8420875028e+01 -3.4823613087e+02 2212 -9.1708081029e-01 1.4129576811e-01
247516 -1.7514314750e+02 -9.2120790688e+02 3.9139012149e+03 3.3553118536e+02 1.6702861481e+01 -3.9248283404e+02 2212 -3.9353828104e+00 4.3055841105e-02
248022 2.4516944810e+02 -1.2054135222e+03 4.7588265829e+03 4.6854651235e+02 -1.5050398366e+02 -6.7023670294e+01 2212 -3.8288703079e+00 6.1544827650e-01
248118 -2.0808745106e+02 -1.0481088971e+03 4.2333791907e+03 1.6032208266e+02 -3.8112945294e+01 -2.6283565288e+02 2212 -1.4126116836e+00 1.8662356421e+00
248321 -6.8003773857e+01 -1.1941416608e+03 4.8486703762e+03 2.1350666573e+02 3.0896016450e+01 -2.2912852647e+02 2212 -3.7576617342e+00 1.6707732074e+00
249349 3.3752685936e+01 -9.7458249768e+02 4.4098810580e+03 3.7966960340e+02 -5.9902091835e+01 -2.2598289585e+02 2212 -4.7580439104e+00 1.1758064221e+00
249372 -2.8294006431e+02 -1.1291820412e+03 4.9370062730e+03 3.4144264625e+02 3.0809894445e+01 -3.7045386757e+02 2212 -2.9002599262e+00 4.4345421192e-02
249445 -1.9012529213e+02 -9.6743888799e+02 3.8260941038e+03 2.7761639266e+02 -1.4037108480e+01 -4.1380962865e+02 2212 -1.9791659941e+00 2.7599767010e-02
249615 4.1032804789e+01 -9.1582018428e+02 4.2173466047e+03 3.1608289356e+02 -1.4495498104e+01 -3.1454894983e+02 2212 -2.0157449874e+00 5.9041151500e-01
249693 1.9263813477e+01 -1.0202206294e+03 3.8943618012e+03 3.4201893447e+02 4.9872441883e+01 -1.8989357598e+02 2212 -9.1198574239e-01 1.5958415697e+00
249960 -2.5564064084e+02 -1.1743901872e+03 4.8546019422e+03 4.4106428051e+02 -1.5244673193e+02 -1.8168045501e+02 2212 -4.5835214127e+00 3.0634280182e-01
250042 2.3837347958e+02 -9.7492383536e+02 4.4536863302e+03 3.6201188120e+02 -8.8683279306e+01 -9.8873229375e+01 2212 -1.5124645452e+00 4.3897625110e+00
250184 -2.1277770490e+02 -1.0370306548e+03 4.6443356502e+03 5.5478801049e+02 1.2486679359e+02 -4.5919148286e+01 2212 -5.1436279558e+00 1.3915049076e+00
250461 -2.2043687193e+02 -1.0503662321e+03 4.6569326492e+03 2.7348700867e+02 6.8230399063e+00 -3.8866093854e+02 2212 -2.8502673744e+00 7.0876845072e-02
250540 -2.8592907820e+01 -1.0161251504e+03 4.7428162796e+03 6.2479463747e+02 -1.3349505861e+02 -7.1531705735e+01 2212 -4.2857000844e+00 5.3012463080e-01
250807 -5.7843951105e+00 -9.0952444290e+02 4.0311648120e+03 2.2856955167e+02 -7.4559255623e+01 -3.4628275508e+02 2212 -5.1931965160e+00 4.5922002504e-01
250823 -2.1512017493e+02 -1.0537852229e+03 4.9080557308e+03 3.1062597170e+02 7.3085473792e+01 -4.0644531566e+02 2212 -5.7452206453e-01 3.3905375171e-02
251090 8.1392143520e+01 -1.2190704708e+03 4.7787596455e+03 2.1890514275e+02 -2.3027288276e+01 -4.1147617224e+02 2212 -1.3332111896e+00 1.5882397248e-02
251288 -2.1528396736e+02 -9.0219210148e+02 3.7530766250e+03 3.8183465307e+02 3.7759487996e+00 -2.4408401297e+02 2212 -1.7268039270e+00 9.1932335969e-01
251706 -2.6322611872e+02 -9.3475469463e+02 4.1376086916e+03 7.0526587815e+01 -1.5579332360e+01 -3.1029420499e+02 2212 -3.8438737306e+00 1.8018628318e+00
253313 -3.1247825030e+02 -1.1399896136e+03 4.9098754894e+03 5.5872167896e+02 -1.7004016361e+02 -1.7450138885e+02 2212 -1.4438031563e+00 1.1013556661e-01
253886 -3.6653653710e+01 -9.2925170318e+02 3.9031213714e+03 1.7063725348e+02 -5.7889818554e+01 -3.1458144092e+02 2212 -2.3948852341e+00 1.1109995170e+00
253996 6.0899435054e+01 -8.5594440318e+02 3.8934791778e+03 4.5695891109e+02 -7.7805826813e+01 -1.6394662195e+02 2212 -3.9406959661e+00 1.8465635665e+00
254763 1.8668397863e+01 -1.0149107614e+03 4.3422518227e+03 5.7542813438e+02 -8.1307449143e+01 -1.1100278693e+02 2212 -5.4732247053e+00 5.5375377398e-01
255208 8.8646653598e+01 -1.1552453165e+03 4.4088067950e+03 1.5101978368e+02 -3.9990767248e+01 -4.4483154273e+02 2212 -3.7578770618e+00 4.7335860986e-03
255833 1.6765222701e+02 -1.0299933332e+03 4.7532340544e+03 4.7608486963e+02 9.8755530086e+01 -2.9055582150e+02 2212 -2.3257308146e+00 1.0349418047e-01
255899 -2.2913041620e+02 -1.2219610011e+03 4.7944210118e+03 1.9421836490e+02 9.6171717343e+00 -4.4081429965e+01 2212 -9.9160528928e-01 4.1082218105e+01
256096 -1.6060245637e+02 -8.5238291681e+02 3.7500571940e+03 5.6927371028e+02 -3.6164436459e+01 -1.6297117787e+02 2212 -5.3321016028e+00 5.8688420691e-01
256304 -8.9311310591e+01 -1.1119343438e+03 4.8880431108e+03 3.2805522003e+02 -5.8159317483e+01 -9.3267315595e+01 2212 -2.2816976807e+00 5.1286870217e+00
256604 -1.0953454690e+02 -9.4932307271e+02 4.2448279893e+03 3.9409455288e+02 -6.0758699005e+01 -3.1003321654e+02 2212 -1.3901789831e+00 2.3210034294e-01
256623 2.9742981067e+02 -1.0552644327e+03 4.6749160029e+03 4.4231649260e+02 8.6294407022e+01 -2.5257192108e+02 2212 -3.2847985097e+00 2.1138916808e-01
256707 -2.8472452505e+02 -1.0038976733e+03 4.0769925104e+03 4.1561823833e+02 6.8403003020e+01 -3.0729230380e+02 2212 -2.5897889242e+00 1.2801347604e-01
256890 1.1603808614e+02 -1.1570220693e+03 4.7459002482e+03 4.2212026789e+02 -1.5244929645e+02 -1.5710882160e+02 2212 -6.5130557702e-01 5.4016619279e-01
257155 1.0405970568e+02 -1.0054695412e+03 4.4576788090e+03 2.4574236516e+02 4.7948738944e+01 -2.7425375647e+02 2212 -2.1736882622e+00 1.4117336855e+00
257594 2.8383735486e+02 -1.0241581128e+03 4.2509048175e+03 5.5483423265e+02 -1.1254851445e+02 -1.6135111397e+02 2212 -4.2758693704e+00 1.8441601582e-01
257638 1.7987448897e+02 -1.0336869802e+03 4.1357466103e+03 1.7384655155e+02 2.8903300853e+01 -4.4385012554e+02 2212 -8.5659572110e-01 7.4972458807e-03
258132 2.5485674469e+02 -1.0007246240e+03 4.0518541387e+03 4.3915753406e+01 -7.7702904559e+00 -3.9005754716e+02 2212 -4.6000170587e+00 1.5113443203e-01
258231 1.7246142503e+02 -1.0462679057e+03 4.3915703946e+03 1.8035661520e+02 -5.3205479380e+01 -7.5302473764e+01 2212 -2.2551600444e+00 5.9534270247e+01
258266 -1.3764811273e+02 -9.8722267770e+02 4.5100709709e+03 1.9818532611e+02 -1.0029727632e+01 -2.7756927818e+02 2212 -1.4771587420e+00 2.0821810277e+00
258562 -2.6702640745e+02 -1.1718206158e+03 4.8943538334e+03 3.9248566362e+02 9.8845324970e+01 -2.5662840911e+02 2212 -2.5853316365e+00 2.4892329760e-01
258912 -1.0506053392e+02 -1.1589706094e+03 4.4159971726e+03 1.3759566453e+02 1.1170155163e+01 -3.5419039969e+02 2212 -5.6163510960e-01 1.6645040019e-01
258917 8.3812729638e+01 -9.8082236165e+02 4.4818782701e+03 3.7646547760e+02 -1.2657100487e+02 -2.0578258771e+02 2212 -4.1389523093e+00 1.2781877879e+00
259133 2.6550243235e+02 -1.0384611512e+03 4.7288830427e+03 4.4364524906e+02 -1.5267537856e+02 -2.2974872614e+02 2212 -1.7117338646e+00 2.2161933235e-01
259242 2.3481529101e+02 -1.1266274576e+03 4.5281588043e+03 2.0530093025e+02 -1.5899523611e+01 -3.4815168672e+02 2212 -1.9131733228e+00 1.7080142663e-01
259606 -6.8345229030e+01 -1.0966453266e+03 4.1762723290e+03 4.8233404932e+02 -1.4547701869e+01 -6.2441940657e+01 2212 -3.7173416158e+00 1.3849522958e+00
259781 -5.2830706544e+01 -1.1737994075e+03 4.7427766399e+03 4.2143121146e+02 9.5115773285e+01 -1.0413239018e+02 2212 -7.6971313870e-01 1.4547179111e+00
260617 -1.0800423827e+02 -1.0815285098e+03 4.7953789207e+03 5.6914849529e+02 -9.2629157835e+01 -1.0664491122e+02 2212 -2.5550064021e+00 5.4391701034e-01
260966 -2.7248810699e+02 -1.1612370765e+03 4.6184394564e+03 5.7458959046e+02 7.3440420319e+01 -7.8563030915e+01 2212 -3.9425518825e+00 4.5283549300e-01
261306 -1.5036549852e+02 -1.2008304227e+03 4.6116795599e+03 2.2935682420e+02 -2.7425081016e+01 -4.0268615880e+02 2212 -3.2644477005e+00 1.1275552789e-02
262623 2.5008744729e+02 -9.2995986537e+02 4.3376733931e+03 5.2415672329e+02 -7.9288844305e+01 -2.2317626133e+02 2212 -5.4896528828e+00 2.1881801018e-01
263715 -1.7674779137e+02 -9.6008570495e+02 4.3314230400e+03 2.3378751023e+02 8.1871512950e+01 -3.9035967580e+02 2212 -3.6239845057e+00 1.3547648234e-01
265750 -1.9544328232e+02 -9.2585440727e+02 3.7586793688e+03 2.4559374273e+02 6.5238046338e-01 -3.8885136003e+02 2212 -4.6184310277e+00 1.0006639783e-01
265890 2.6373837685e+02 -9.0069249246e+02 3.9461546588e+03 1.2973173809e+02 -2.6510902719e+01 -2.8131498993e+01 2212 -5.0147918956e+00 4.8975355241e+02
266102 1.8162189169e+02 -9.8171200057e+02 4.2944183904e+03 2.1622239795e+02 2.0913236097e+01 -4.2745819363e+02 2212 -5.2126921434e-01 2.1242369826e-02
266162 -9.8205041797e+01 -9.2712780551e+02 4.3689758487e+03 2.2668957246e+02 1.6374120142e+01 -4.2124700174e+02 2212 -3.4930593434e+00 6.7902365779e-02
266393 -1.0526843414e+02 -1.1055528815e+03 4.6265836576e+03 1.2812687258e+02 1.9277506841e+01 -4.1455304949e+02 2212 -1.9914964733e+00 4.7854651513e-02
266510 -1.6699030421e+02 -1.0241159061e+03 4.6340758211e+03 2.5137079328e+02 -8.8337817307e+01 -3.4589795945e+02 2212 -2.8552675778e+00 2.3484349284e-01
266605 3.5388204995e+01 -1.0252280015e+03 4.2501458273e+03 5.7933028079e+02 1.2998496848e+02 -1.3398344976e+02 2212 -3.8937588905e+00 3.9387276540e-01
266707 3.4401906379e+01 -1.0981829930e+03 4.8298789494e+03 1.2724357698e+02 -3.3630495592e+01 -4.2986434860e+02 2212 -5.1091287362e+00 2.2478027816e-02
266729 4.2460064611e+01 -1.0208865916e+03 4.6664418439e+03 1.4746646487e+02 -4.7070432044e+01 -3.7791368776e+02 2212 -1.6823267769e+00 2.3597866476e-01
266961 6.4048311674e+01 -1.0248264972e+03 4.6169269388e+03 2.5017595769e+02 5.3331163527e+01 -3.3463431219e+02 2212 -7.0534849958e-01 4.1530112834e-01
267091 3.4539567801e+00 -1.0577301670e+03 4.2977142675e+03 3.2975274056e+02 -5.0725905973e+01 -2.3971379754e+02 2212 -5.0510822581e+00 8.5017923611e-01
267144 5.3811514909e+00 -1.1042508793e+03 4.6064558896e+03 4.2731430747e+02 1.4319242066e+02 -2.6341461072e+02 2212 -1.9775653766e+00 2.0971846499e-01
267322 -1.2718125202e+02 -1.2324258063e+03 4.6977937416e+03 6.2165248297e+02 9.8824194040e+01 -1.1221083626e+02 2212 -3.9842108155e+00 1.2623700745e-01
267451 2.8518359138e+01 -1.0782529597e+03 4.2352243018e+03 4.0495094934e+02 3.2206218090e+01 -1.2024782013e+02 2212 -4.2491987844e+00 1.8304592795e+00
268095 2.4977855268e+02 -1.1437181821e+03 4.5202112817e+03 5.8323703296e+02 4.2941904359e+01 -1.3263972047e+02 2212 -4.3205259829e+00 1.6102070917e-01
268806 1.7444177794e+01 -9.7623246706e+02 3.8689240041e+03 1.4691717996e+02 4.5259978677e+01 -2.5423536603e+02 2212 -3.0582692178e+00 3.3819860569e+00
269973 3.1786948367e+00 -9.8412548098e+02 4.3598464400e+03 9.5444546229e+01 1.5196856852e+01 -3.9381637114e+02 2212 -1.6979265814e+00 2.2663790754e-01
270289 -7.7797013451e+01 -9.7370579800e+02 4.3782930335e+03 3.0342026814e+02 2.6706365337e+00 -3.5542568090e+02 2212 -3.2587727935e+00 1.9713774621e-01
270831 -2.6039502462e+02 -1.1687248756e+03 4.7439672517e+03 5.5280597637e+02 -1.3600243363e+02 -1.8458702527e+02 2212 -2.3148280063e+00 9.1474059339e-02
271485 1.2023334258e+02 -1.0143790222e+03 4.3013306830e+03 1.8125405052e+02 -1.8993419798e+01 -4.4841069512e+02 2212 -8.8256094442e-01 5.1774786955e-03
271757 -3.1806797345e+02 -1.0266893107e+03 4.4771724288e+03 1.3464035681e+02 -1.3304881060e+01 -2.9550955442e+02 2212 -9.4001611881e-01 1.2961004074e+00
272143 -3.2407182194e+01 -9.7000993343e+02 3.9962912454e+03 2.2253119206e+02 -6.5545134372e+01 -1.4268566155e+02 2212 -3.4147185583e+00 1.2478490199e+01
272927 -4.9499258636e+01 -1.1228488574e+03 4.6331767675e+03 1.3594939540e+02 8.4044421039e+00 -4.0052722168e+02 2212 -1.6028625118e+00 6.4871204781e-02
273217 -5.2311937466e+01 -8.7205970042e+02 4.0013074963e+03 5.2851643846e+01 4.9028513510e+00 -4.0964758526e+02 2212 -3.8815679315e+00 2.5405143438e-01
273301 1.6647098240e+01 -9.0625060183e+02 3.8880805594e+03 2.7826813630e+02 -8.8740488188e+00 -2.7110635825e+02 2212 -5.2660591197e+00 1.5399180744e+00
273859 1.7623756323e+02 -1.0255106353e+03 4.0114680767e+03 4.0309889679e+02 -1.3140328454e+02 -2.1834918881e+02 2212 -1.2830891805e+00 4.2015143482e-01
274188 -9.6600213574e+01 -1.1132417212e+03 4.6704542279e+03 3.7758935260e+02 3.9007658698e+01 -3.4491175696e+02 2212 -2.8094754270e+00 6.8533856938e-02
274499 -2.0532805213e+02 -1.0063227290e+03 4.1671604766e+03 3.6120860139e+02 -2.7188978614e+01 -2.3195159541e+02 2212 -9.5829182025e-01 9.2312554626e-01
275492 -1.3647568973e+02 -1.0737963307e+03 4.8341665295e+03 4.0450299217e+02 5.3570081674e+01 -3.3437939891e+02 2212 -5.0185517101e+00 1.1739761870e-01
275529 9.5819717952e+01 -9.9097026593e+02 4.1908185210e+03 2.4353644920e+02 -6.0662389110e+01 -8.6545111900e+01 2212 -3.6087268027e+00 2.0099973735e+01
276129 1.3662851363e+02 -1.0476936586e+03 4.1446242433e+03 1.9736737687e+02 -1.9444498358e+01 -3.4970126970e+02 2212 -2.9632038025e+00 2.1843574345e-01
276294 -1.0652059222e+02 -1.1841694463e+03 4.8690911232e+03 5.9422980823e+02 1.3144870173e+02 -1.3045158637e+02 2212 -5.2450657492e+00 2.0543333318e-01
277010 -3.7748853443e+01 -1.1338079619e+03 4.8211922634e+03 1.5243272341e+02 9.3585696899e+00 -4.5239882928e+02 2212 -9.6992220450e-01 7.7146315250e-03
277099 -2.1332995482e+02 -1.0622157836e+03 4.4165464316e+03 8.8585395906e+01 1.6422711161e+01 -3.4058023798e+02 2212 -4.1144191143e+00 5.0590017079e-01
277104 -3.1225815409e+01 -1.0810253495e+03 4.6110699704e+03 2.7932721966e+02 6.7121979995e+01 -5.4741771664e+01 2212 -2.1100321058e+00 1.3637506001e+01
277196 -6.9502795398e+01 -8.5790098509e+02 3.9639560791e+03 2.4499445896e+02 -7.7443290691e+01 -1.8606071875e+02 2212 -3.2249420015e+00 8.0659370000e+00
277426 -1.6165459700e+02 -1.0086636696e+03 4.1846693266e+03 2.3360983236e+02 -5.3915944490e+01 -3.8421266617e+02 2212 -2.2042186891e+00 8.9493790060e-02
277615 -3.0779272921e+01 -1.1056704768e+03 4.2500658269e+03 3.3012824986e+02 -1.9172758794e+01 -3.4540722817e+02 2212 -6.8668181845e-01 8.3967814347e-02
277970 -1.1453872995e+02 -1.0408507850e+03 4.5867781183e+03 6.3608611015e+02 3.4980859545e+01 -2.2929149089e+01 2212 -1.1710493704e+00 8.2112931941e-01
277998 2.4405895920e+02 -1.0657626482e+03 4.1753643041e+03 5.0853300302e+02 8.1682823924e+01 -1.9851591517e+02 2212 -2.7334593150e+00 2.0364501516e-01
278777 7.3265096679e+01 -1.1364681683e+03 4.7208797758e+03 8.1738439080e+01 -7.7523924066e-01 -2.8008311510e+02 2212 -1.6385475402e+00 1.6976734397e+00
279776 -1.8832162105e+02 -1.0208097895e+03 4.6361862097e+03 2.1472665658e+02 -6.4244815357e+01 -3.8737736641e+02 2212 -1.5736299679e+00 2.2973510351e-01
280350 -9.1083123799e+01 -1.1909437128e+03 4.6524965797e+03 4.1487244592e+02 1.2961781999e+02 -3.3815232104e+02 2212 -2.0091160208e+00 2.5108696034e-02
280524 8.4486105568e+01 -1.0649149274e+03 4.6253026604e+03 2.9186786437e+02 9.9758207652e+01 -3.6617978403e+02 2212 -4.2830658862e+00 1.1576659459e-01
280811 2.2917013704e+01 -1.0125387007e+03 3.9791535224e+03 2.2895464596e+01 -6.4655598733e+00 -7.3467832878e+01 2212 -4.2867692742e+00 1.6240856380e+03
281003 1.2027696133e+02 -9.5272086111e+02 4.4050600416e+03 1.6667307190e+02 3.0839545298e+01 -2.5247834146e+02 2212 -5.1206150390e+00 4.6354356274e+00
281303 -3.4613636964e+01 -1.0003013622e+03 4.5679507536e+03 1.3018888176e+02 2.4453684353e+01 -4.1564718110e+02 2212 -3.4777379707e+00 1.2869445403e-01
281320 1.5336703121e+02 -9.6471804404e+02 3.9959433152e+03 3.4439026328e+02 -9.1865014274e+01 -3.4135802630e+02 2212 -5.2733275057e+00 9.1479851063e-02
281630 -1.5651023829e+02 -9.4272940849e+02 3.8586493034e+03 3.2697067073e+02 6.2201005946e+01 -1.5834320643e+02 2212 -3.4557306878e+00 3.5983003718e+00
282188 3.5394166669e+00 -9.4999088440e+02 4.4317969056e+03 5.8274718208e+02 2.1186589703e+01 -1.3675686259e+02 2212 -3.2178915008e+00 7.7177460447e-01
282762 5.1062669573e+01 -9.4436395416e+02 3.9569876961e+03 2.2048804580e+02 1.8067461992e+01 -3.8945946577e+02 2212 -5.1431702403e-01 1.2772287394e-01
283554 1.7689981895e+02 -1.1344413936e+03 4.7911290598e+03 4.3623726946e+02 9.8001522177e+01 -6.7267547063e+01 2212 -2.7924753628e+00 1.9570382968e+00
283774 1.6691084216e+02 -1.1846557155e+03 4.7288202693e+03 1.6390816492e+02 2.2338893012e+00 -4.3156936320e+02 2212 -8.1696546474e-01 1.2823919196e-02
283896 -3.6109222789e+01 -9.4813640419e+02 4.2980067056e+03 8.2560702540e+01 1.0027721616e+01 -4.5947863479e+02 2212 -1.4625264886e+00 1.3555077363e-02
284207 -2.8723081060e+02 -1.1634667991e+03 4.9284214115e+03 2.0516098549e+02 3.2879450300e+00 -4.3628896497e+02 2212 -8.6545745796e-01 1.2250804966e-02
284403 8.4884710284e+01 -9.8977026422e+02 4.1020990737e+03 3.4965806285e+02 -8.8413518315e+01 -7.8713799339e+01 2212 -5.0694919559e+00 5.1283225635e+00
284470 -9.4770351255e+00 -1.0457088414e+03 4.1316854822e+03 5.4341349808e+02 1.5202946591e+02 -1.9134901614e+02 2212 -4.3478277822e+00 2.1490156636e-01
284585 -8.3603636464e+01 -1.2189643162e+03 4.7997961085e+03 2.0402296186e+02 -9.9871775778e+00 -4.1633626716e+02 2212 -6.3309439993e-01 1.4924770357e-02
284772 -9.8115209643e+01 -9.9467040410e+02 4.3972751851e+03 3.4379765177e+02 6.8982524971e+01 -5.6201681692e+01 2212 -5.0076789206e+00 8.0910711357e+00
284812 4.6875861075e+01 -8.7229508933e+02 3.9645110067e+03 1.1199241904e+02 4.0127359002e+01 -3.4030694712e+02 2212 -8.0250895885e-01 1.3335355926e+00
284933 1.8202265358e+02 -9.6331941147e+02 4.2361346715e+03 2.4302557639e+02 2.9833709401e+01 -3.3785254691e+02 2212 -5.1917035617e+00 4.1959287727e-01
