# EvtID pe_px[MeV/c] pe_py[MeV/c] pe_pz[MeV/c] prec_px[MeV/c] prec_py[MeV/c] prec_pz[MeV/c] pidrec zvtx[cm] weight
109111 7.6110518951e+01 -9.7196905742e+02 4.5767054147e+03 3.3290924010e+02 3.9661352055e+01 -2.1314063174e+02 2212 -3.6778724969e+00 2.4350807347e+00
109181 1.8495152756e+02 -1.0511634371e+03 4.0968702708e+03 3.9654423823e+02 1.0614669853e+02 -2.1964781434e+02 2212 -2.5621686836e+00 5.4085891240e-01
109358 -1.5774932248e+02 -9.8299600790e+02 4.1969783368e+03 3.8556290130e+02 1.3654103685e+02 -6.3755137290e+01 2212 -2.3403878785e+00 4.3267636752e+00
109739 -2.2351195761e+02 -1.0858178758e+03 4.4092394517e+03 4.1671144308e+02 1.1950209556e+02 -3.4492237000e+02 2212 -2.6412329737e+00 4.9458754636e-02
109848 9.6960013971e+01 -9.8975996510e+02 4.4966542969e+03 1.2002762835e+02 -1.2698613184e+01 -4.6176602558e+02 2212 -1.9089268842e+00 4.0005661477e-03
109899 -1.1238070373e+02 -9.0594245275e+02 4.0543081470e+03 1.7077749034e+02 2.8610520452e+01 -4.2268459241e+02 2212 -6.7295598984e-01 7.9974631703e-02
110344 -1.0274560229e+02 -1.1743399133e+03 4.8505367699e+03 3.8421618673e+02 -2.5456956278e+01 -3.2256938577e+02 2212 -9.4414153905e-01 5.8969078738e-02
110643 1.6824598682e+02 -9.2192528681e+02 3.8931697012e+03 5.3794125809e+02 -1.1069855197e+02 -4.2242679442e+01 2212 -3.2044847957e+00 1.5759510643e+00
110780 -1.2540371811e+02 -8.8117239110e+02 3.8864913397e+03 9.0890385152e+01 -1.6830956782e+01 -2.0674908085e+02 2212 -2.0256097133e+00 2.5862892411e+01
110900 -1.1601462000e+02 -9.1706582995e+02 4.3288783705e+03 3.1955999967e+02 -1.0521882390e+02 -2.5840567404e+02 2212 -5.2665565403e+00 1.3766149508e+00
110912 7.2215674993e+01 -1.0368836451e+03 4.2448047251e+03 4.8621196157e+01 1.7648295095e+01 -4.6976704371e+02 2212 -1.8599965861e+00 2.2111655840e-03
111167 1.7036805558e+02 -1.0339696077e+03 4.7252791749e+03 3.7727708715e+01 2.9475936441e+00 -4.6991400592e+02 2212 -3.5873936799e+00 2.7182540586e-03
111168 -1.6482118042e+02 -1.0255616949e+03 4.1395743760e+03 2.4108205480e+02 -4.0393332396e+01 -3.5242190651e+02 2212 -1.3530827775e+00 1.8237143749e-01
111275 1.3267855690e+02 -9.9524126543e+02 4.2322930718e+03 7.3759020502e+01 -1.5730091573e+01 -4.6404878358e+02 2212 -2.3367632304e+00 3.4386134107e-03
111670 1.7883429862e+02 -9.6628715907e+02 4.0831557161e+03 4.6446933956e+02 -1.5060893521e+02 -2.5944745085e+02 2212 -3.8660741500e+00 1.2685296446e-01
112241 -1.8436282564e+01 -1.1872317809e+03 4.7224671005e+03 1.2925349728e+02 1.4912878875e+01 -1.6768287987e+02 2212 -1.1901808036e+00 1.6787812511e+01
112339 -3.2130332035e+00 -9.7401484084e+02 3.8222048027e+03 1.0916623625e+02 -2.8145311514e+01 -4.5435319786e+02 2212 -3.2766365057e+00 6.8276945811e-03
112489 -9.0600873789e+01 -1.0577600399e+03 4.4862430711e+03 2.2397486096e+02 -6.4935869030e+01 -4.2021438909e+02 2212 -3.5784680066e+00 1.8438898700e-02
112942 1.0217381204e+02 -1.1115954986e+03 4.6376501489e+03 2.6412092450e+02 -8.1436673831e+01 -1.1086505814e+01 2212 -1.7499670265e+00 1.7396317360e+01
113703 1.2476396570e+02 -1.0094799849e+03 3.9690198156e+03 5.2010001499e+02 -8.0535482021e+01 -2.3351682665e+02 2212 -4.0602794227e+00 1.1245670086e-01
113826 -1.0252942325e+02 -9.1323484535e+02 3.7688904448e+03 2.1389140809e+02 -5.9878145417e+01 -7.5545053877e+01 2212 -2.6050465025e+00 4.2032259073e+01
113864 2.8389295117e+02 -1.0313869404e+03 4.5498059254e+03 1.4682232757e+02 -1.4214176918e+01 -1.6811928657e+02 2212 -1.6120493140e+00 2.1493832144e+01
115300 -1.8317865157e+02 -9.6272005861e+02 4.0902987439e+03 3.8164343896e+02 -1.0627244635e+02 -3.1682473976e+02 2212 -5.2011490050e+00 1.4928978275e-01
115525 2.0032193691e+02 -9.2664193898e+02 3.9186406789e+03 6.1656471267e+02 6.7944976392e+01 -6.9677235024e+01 2212 -5.3500749969e+00 6.4301616678e-01
115875 -2.4089833861e+02 -1.1784658541e+03 4.6685751975e+03 2.5549807517e+02 7.7369264064e+01 -4.0208543064e+02 2212 -1.2627305272e+00 1.5891440493e-02
115958 1.2681989526e+02 -1.1199424321e+03 4.8225464479e+03 1.4512171561e+02 2.1041006915e+01 -4.2647795042e+02 2212 -4.1797999253e+00 2.2310387935e-02
116187 -7.5590821581e+01 -9.3590867506e+02 4.4373750608e+03 2.8803548035e+02 -3.2881749684e+01 -2.0192834248e+02 2212 -2.7857551917e+00 4.4231262090e+00
116941 -1.3882285921e+02 -1.0795691259e+03 4.2494465199e+03 2.2912220243e+02 4.7842663144e+01 -4.2438319929e+02 2212 -3.5617949134e+00 1.7389494968e-02
117019 -1.3699473016e+02 -1.0774916850e+03 4.4220079635e+03 6.6226910368e+02 4.1708009118e+00 -3.8729191042e+01 2212 -1.5254152922e+00 3.9749148567e-01
117138 1.5767197083e+02 -1.0845449021e+03 4.3077815729e+03 2.0509831189e+02 -4.1405275719e+00 -3.8690230592e+02 2212 -1.8733064453e+00 7.1075803056e-02
117900 3.0514616218e+02 -1.1135683359e+03 4.5383717550e+03 3.3954495171e+02 -1.0381873628e-01 -3.4996911970e+02 2212 -3.4159319005e+00 3.7309722848e-02
117985 5.9774940056e+00 -1.0506629967e+03 4.6926302459e+03 2.0990474405e+02 6.2522134502e+01 -3.6506926059e+02 2212 -3.7868035010e+00 2.3455951791e-01
118099 -1.7628712415e+02 -1.1542839281e+03 4.4334077646e+03 3.1605035298e+02 -5.6177816546e+01 -3.6726203008e+02 2212 -7.9899553861e-01 2.9423198877e-02
118302 3.7259595980e+01 -1.0637550863e+03 4.3061730586e+03 2.8384808411e+02 -6.7288235262e+01 -9.6379234519e+01 2212 -2.1067987483e+00 7.4888347094e+00
119086 1.2528030111e+02 -1.1120759043e+03 4.6777444070e+03 4.8286976948e+02 1.0598643874e+02 -1.4727490386e+02 2212 -1.1470902660e+00 6.7541027055e-01
119241 -1.1089772625e+02 -9.8058789071e+02 3.8838247939e+03 1.9631656171e+02 -3.7879232459e+01 -4.4380151320e+02 2212 -5.9172947379e-01 6.9808277701e-03
119742 2.4659970329e+01 -1.0404165199e+03 4.3404006233e+03 6.0698675609e+02 -1.7040672494e+02 -2.1512659074e+01 2212 -1.1406784547e+00 6.3600721474e-01
121344 -6.5188176804e+00 -9.1235755091e+02 4.2585321048e+03 2.8364690955e+02 -9.3708606748e+00 -6.3247898156e+01 2212 -4.4901009470e+00 2.3172129067e+01
121352 -3.9782357798e+01 -9.9031173732e+02 4.1090236231e+03 1.5841320077e+02 5.8872750231e-01 -3.9675068290e+02 2212 -9.7544947476e-01 1.4685925956e-01
121512 -1.8890087377e+02 -1.0196417587e+03 4.1679488567e+03 2.9232923435e+02 2.9789680583e+01 -3.7806907994e+02 2212 -1.0622612778e+00 7.2745914476e-02
121864 3.0760465946e+02 -1.1063627249e+03 4.4393161945e+03 2.3353343869e+02 -1.0615427761e+01 -1.1433109469e+02 2212 -2.7416612552e+00 9.7554643322e+00
122309 -1.2986072970e+02 -9.8724049021e+02 4.3025224639e+03 3.7141366609e+02 -2.9877571106e+01 -1.9223524338e+02 2212 -4.8154642347e+00 1.8161652865e+00
122956 1.6746311489e+02 -1.1350183813e+03 4.7447690444e+03 3.8052754072e+02 -9.8309069984e+01 -3.4597250145e+01 2212 -2.0011909336e+00 3.3856901026e+00
123592 1.8948513937e+02 -1.1811570563e+03 4.5187248494e+03 1.0448428076e+02 4.9234868680e+00 -2.6167460606e+02 2212 -2.8202232050e+00 1.4527024332e+00
123834 -4.7815515079e+01 -1.0830323231e+03 4.5300195503e+03 4.4358077304e+02 -1.0248662970e+02 -2.3549047292e+02 2212 -9.7469166922e-01 2.6034811735e-01
125745 -1.4452423374e+02 -8.8525391608e+02 4.0778296021e+03 8.4709858170e+01 1.2222054323e+01 -4.6717364406e+02 2212 -1.7226326973e+00 8.3904977798e-03
125931 -3.1596756913e+01 -9.1857133341e+02 4.2773626478e+03 9.7263032188e+01 1.1272069429e+01 -4.5063574363e+02 2212 -5.4346878601e+00 4.1307579923e-02
126093 -1.5169777020e+02 -1.0164615845e+03 4.4115917795e+03 3.8727374076e+02 -1.3821057155e+02 -2.5631412490e+02 2212 -3.3167221404e+00 3.9625474705e-01
126576 -2.2123632778e+02 -9.9343969508e+02 4.4917823815e+03 1.1781676738e+02 1.2812646447e+01 -4.3505855143e+02 2212 -3.2521466941e+00 4.1274018653e-02
126762 -9.1459627341e+01 -8.3889476722e+02 3.9280256963e+03 4.8426467610e+02 -1.6855471997e+02 -1.3944777905e+02 2212 -3.7780240686e+00 1.5761698140e+00
126865 -1.9536330536e+02 -1.0661583453e+03 4.4082231806e+03 5.0948895801e+02 1.5538048098e+02 -6.0395486999e+01 2212 -1.5732195363e+00 1.3185667324e+00
127769 -7.4504469902e+01 -9.8314191087e+02 3.9849790953e+03 1.4416084890e+02 1.0062579289e+01 -8.1950988221e+01 2212 -5.0680449822e+00 1.5547382638e+02
127992 5.1312083316e+01 -9.7276819616e+02 4.3809047627e+03 2.8595068800e+02 -1.3243113536e+01 -4.1012127363e+02 2212 -2.0562394762e+00 3.0264178662e-02
128440 -1.2848716712e+00 -9.4732671156e+02 4.1618700963e+03 2.1164575473e+02 -2.6767566342e+01 -4.1776809453e+02 2212 -1.6013990606e+00 5.8719885680e-02
128601 -2.2954499489e+01 -1.0815131477e+03 4.3337912679e+03 4.1761365572e+02 3.4521597930e+01 -3.3130207093e+02 2212 -3.3114039823e+00 6.5534613134e-02
128744 6.2607437698e+01 -8.9001530285e+02 4.0050148464e+03 3.5053231348e+02 1.5613094309e+01 -1.6015604348e+02 2212 -8.2101389486e-01 4.2855686841e+00
129543 -1.8475865333e+02 -1.0214455538e+03 3.9072563690e+03 4.8987632808e+02 1.2952390128e+02 -2.0104162683e+02 2212 -1.4678503568e+00 3.4433747470e-01
129556 1.5990824857e+01 -9.4808467168e+02 4.3711479160e+03 3.3344206090e+02 -1.0835806802e+02 -2.8467989280e+02 2212 -2.7182801447e+00 6.5069772557e-01
129853 -1.7950427708e+02 -8.1373206499e+02 3.8111661347e+03 2.9391244463e+02 4.8734198695e+01 -3.0807710878e+02 2212 -4.8685407285e+00 1.1044184033e+00
130226 2.7416254784e+02 -1.0185360291e+03 4.4643311454e+03 5.3253800131e+02 -2.1881868662e+01 -2.2153210166e+02 2212 -3.4948237550e+00 1.3259265453e-01
130399 9.1964732639e+01 -1.1559376980e+03 4.8168962544e+03 2.1783350368e+02 -6.3832754885e+01 -4.1427376980e+02 2212 -1.7133890635e+00 1.1161033771e-02
130404 -1.5511573561e+02 -1.1347117396e+03 4.4822133673e+03 2.2648960143e+02 4.6843990254e+01 -3.9847822361e+02 2212 -3.5792694958e+00 3.4373444779e-02
130932 -9.8842126649e+01 -8.8443225109e+02 3.9074968463e+03 3.5380562337e+02 4.1591281603e+01 -6.1067673344e+00 2212 -4.2533348834e+00 1.1789238536e+01
131043 1.7690364001e+02 -1.0083618121e+03 4.6279002809e+03 4.8759584578e+02 -4.5248784059e+01 -2.6114393895e+02 2212 -4.2736386037e+00 1.4911627424e-01
131563 -7.5581559526e+01 -1.0204916630e+03 4.1101371596e+03 4.0649552596e+02 7.6163662664e+01 -2.5322271013e+02 2212 -2.0197645093e+00 4.3943514437e-01
131610 -1.8155247409e+02 -1.1036543047e+03 4.3717989940e+03 2.0114376481e+02 4.4782644600e+01 -8.1773013497e+01 2212 -2.2394355882e+00 3.0944756003e+01
131800 1.8321122079e+02 -1.0278900553e+03 4.1837947951e+03 4.2624297721e+02 -2.6074575256e+01 -2.7845384289e+02 2212 -3.7855545159e+00 1.5512924207e-01
131851 2.0802247899e+02 -1.1225200626e+03 4.3611090680e+03 2.6302662235e+02 6.0833270591e+01 -2.7715175520e+02 2212 -1.8711487339e+00 4.6359673225e-01
132511 -1.4876971868e+02 -8.6160536556e+02 3.9973602349e+03 5.8098710224e+02 -2.3311927689e+01 -1.0897389416e+02 2212 -3.5394343392e+00 1.0877488081e+00
134016 4.5239953448e+01 -1.1229305333e+03 4.3071518291e+03 5.7061896655e+02 7.6916967534e+01 -3.9216838135e+01 2212 -1.9435593388e+00 7.1641074793e-01
134065 -1.9464309181e+02 -1.0895319888e+03 4.9092286004e+03 9.4019679159e+01 -3.1562805072e+01 -3.3126957269e+02 2212 -5.2534134779e-01 6.3886600135e-01
134209 3.4165640817e+01 -9.4380255689e+02 4.2142356380e+03 4.4221908693e+02 2.8400670484e+01 -2.8044240433e+02 2212 -2.1891843209e+00 2.9881971397e-01
134237 7.5558105823e+01 -1.1973217046e+03 4.6325883515e+03 1.9191364639e+02 5.7896767347e+01 -4.4585963961e+01 2212 -4.7967046774e+00 4.1104154143e+01
134290 9.1759129340e+01 -1.0260406236e+03 4.0450971828e+03 3.3144906930e+02 1.4937007088e+01 -3.4831795620e+02 2212 -4.1055229732e+00 8.9652650563e-02
134613 1.2757174070e+02 -1.0164806798e+03 4.3842165001e+03 2.4903954552e+02 6.4460088881e+01 -3.1785134933e+02 2212 -8.0891307048e-01 5.2659537983e-01
134870 4.4833393091e+01 -1.1233344909e+03 4.3372045614e+03 2.9678257701e+02 -1.0520959457e+02 -3.5662131602e+02 2212 -2.8160010471e+00 3.6519656405e-02
134886 1.7206494401e+02 -9.2040318465e+02 3.8870885401e+03 4.1605050592e+02 1.0193871232e+02 -1.6838101234e+02 2212 -2.8704815970e+00 1.6127627209e+00
134969 1.7626979453e+02 -1.0854301688e+03 4.1893373475e+03 2.2781068835e+02 8.0442738201e+01 -2.7776048611e+02 2212 -4.0725824721e+00 7.0147935186e-01
135155 -9.0547281968e+01 -1.0851150447e+03 4.6019622999e+03 4.2075515751e+02 -1.4256691123e+02 -2.8314201274e+02 2212 -3.7381828921e+00 1.1336564260e-01
135464 1.2333847721e+01 -9.9796759541e+02 3.8572767695e+03 3.2564179779e+02 1.0686000203e+02 -3.7347524283e+02 2212 -1.2402417506e+00 5.1086351785e-02
135956 2.3885705835e+02 -9.4512156051e+02 3.9258614330e+03 2.7697501147e+02 -1.8088845288e+01 -4.1306214476e+02 2212 -3.9080823720e+00 1.5309572389e-02
136156 -7.7672543797e+01 -1.0062713744e+03 4.3987308087e+03 2.0359603671e+02 4.4254321804e+01 -4.4014509108e+02 2212 -5.3837003438e+00 1.7200385966e-02
136171 -2.2351093793e+02 -9.7451324597e+02 4.2224445023e+03 2.1407681548e+02 -1.0683558181e+01 -1.0832097621e+02 2212 -3.5855516286e+00 2.9009101461e+01
137036 9.1435727051e+01 -9.1978152490e+02 3.9151579192e+03 1.9206380846e+02 -2.6273336410e+01 -4.1188438784e+02 2212 -3.0692140183e+00 6.9238510200e-02
137889 -5.7798275231e+01 -1.0533154361e+03 4.7768218698e+03 3.6945573750e+02 1.9018764674e+01 -4.0258945646e+01 2212 -4.4443091652e+00 6.8990286866e+00
138337 1.7187938723e+02 -1.0442889588e+03 4.6695832068e+03 2.1145411342e+02 -2.3838210461e+01 -4.3666886617e+02 2212 -4.9570826483e+00 7.0641620486e-03
138519 -1.3873371699e+02 -9.3309095164e+02 4.4239605306e+03 2.5611163462e+02 -9.2709149100e+01 -4.0641573099e+02 2212 -3.5955129082e+00 6.7201790057e-02
138574 -1.0663747850e+02 -8.2790348336e+02 3.8649930896e+03 3.7454487936e+02 -1.3535963484e+02 -1.2147037869e+02 2212 -4.0431852553e+00 4.9155313825e+00
138917 -7.1019824872e+01 -9.3922716815e+02 4.2374104358e+03 2.7813502141e+02 -7.8757304952e+01 -3.7930594381e+02 2212 -2.4274106133e+00 1.0592364868e-01
139106 -1.3854778131e+02 -1.1037987290e+03 4.8875791233e+03 2.6884229085e+02 -7.5337448756e+01 -2.9028394924e+02 2212 -1.6057386221e+00 5.1033542514e-01
139284 -6.9237359608e+01 -9.0969052390e+02 3.8691167354e+03 2.7483083207e+02 -6.5173003830e+01 -3.5405834546e+00 2212 -2.6538036841e+00 2.7075837499e+01
139316 -1.2694750455e+01 -9.0774704335e+02 3.8441994217e+03 4.5006912430e+02 1.1499168639e+02 -2.9204480783e+02 2212 -3.0251228677e+00 2.0328624446e-01
139375 -1.5655338935e+02 -9.9463662872e+02 4.5584103148e+03 5.4752979403e+02 -1.7341832672e+01 -9.5808151080e+01 2212 -6.3515112805e-01 1.2295062319e+00
140342 9.7108604006e+01 -1.1699792601e+03 4.4020726421e+03 3.2915640578e+02 8.9557503818e+00 -3.6311065592e+02 2212 -1.3401003934e+00 2.7413585857e-02
140349 -1.4476345291e+02 -1.1396979272e+03 4.6232864837e+03 1.6981906087e+02 5.6043958184e+01 -3.7717073721e+02 2212 -1.6984143313e+00 1.5095014140e-01
140373 2.6760077955e+02 -1.1479941332e+03 4.7953734209e+03 8.5847884446e+01 1.0320585938e+01 -4.6282311267e+02 2212 -4.5409154107e+00 1.5218313712e-04
140489 -1.2072756102e+02 -1.0674376800e+03 4.1619352771e+03 2.8505306651e+02 4.6028064523e+00 -2.5259561097e+02 2212 -3.9384577745e+00 9.1551623386e-01
141848 -2.1524569693e+02 -1.0850828991e+03 4.3519182564e+03 3.6145214272e+02 -5.8544731100e+01 -1.0238858241e+02 2212 -3.9330186306e+00 2.7796228569e+00
142068 -2.9348153133e+02 -1.0896276938e+03 4.5899891076e+03 4.3030263727e+02 -5.6434280132e-01 -1.7112842956e+02 2212 -1.8042887393e+00 8.7361257377e-01
143052 -2.5031970402e+01 -1.0939524210e+03 4.3488257990e+03 4.3706572697e+02 -1.3504387284e+02 -2.8814069828e+02 2212 -2.0166965290e+00 7.5903680099e-02
143081 2.4206521800e+02 -8.9747563258e+02 4.0064052513e+03 4.0454344531e+02 -5.9731592199e+01 -3.0772558326e+02 2212 -3.6899853493e+00 1.7460992172e-01
143407 1.7480801279e+02 -1.0388412866e+03 4.2712721314e+03 2.4859770885e+02 -1.4749523257e+01 -3.7407477347e+02 2212 -4.8630972784e+00 9.8947678335e-02
143868 -2.8332711241e+02 -1.0808958576e+03 4.3646810153e+03 2.9568906150e+02 7.2075011624e+01 -4.0725356561e+02 2212 -4.3629464863e+00 1.8763974125e-02
143971 -5.1461849903e+01 -9.2797574867e+02 4.3150428909e+03 3.7114653616e+02 -1.0035978257e+02 -2.1696490487e+02 2212 -5.3928273167e+00 1.6201989092e+00
144162 -2.5518903911e+02 -1.0155989008e+03 4.1751223128e+03 3.1352088905e+02 -7.6892439271e+01 -2.8966135199e+02 2212 -2.3958821415e+00 4.0535197800e-01
144233 2.5837554674e+00 -1.0093898155e+03 4.5518675060e+03 2.1097323900e+02 7.6847912528e+00 -3.7857781332e+02 2212 -8.0296658981e-01 1.8848756434e-01
145579 5.6081387332e+01 -9.7190233709e+02 3.9849777410e+03 2.7738589349e+02 1.0885786500e+01 -3.4423336065e+02 2212 -4.5850407141e+00 2.5078513040e-01
145754 6.4473505551e+01 -9.4415141105e+02 4.0825551324e+03 2.9699594107e+02 -2.0962599195e+00 -3.8975013843e+02 2212 -2.6587696450e+00 6.4086777678e-02
145844 -2.1340985086e+02 -8.8064047442e+02 3.7642267995e+03 1.7279266074e+02 -3.3702323396e+01 -1.5819009605e+02 2212 -3.2878581255e+00 2.6240636920e+01
147440 6.7605620368e+01 -8.6885974183e+02 4.0776861470e+03 2.2700344345e+02 -8.9246741795e-01 -4.0506731926e+02 2212 -2.4090787740e+00 1.1946534337e-01
147534 2.8409832257e+02 -1.0518975258e+03 4.2884731342e+03 3.2498569129e+02 9.8880484874e+01 -3.5995591632e+02 2212 -2.1489559331e+00 9.1820174834e-02
147750 2.2250602884e+02 -1.2485593750e+03 4.7722125827e+03 4.6538370815e+02 -4.8873312949e+01 -2.3016753635e+02 2212 -1.7495258590e+00 6.2967652310e-02
148210 -4.6532991554e+01 -8.7348131332e+02 4.1667212657e+03 4.0402322233e+02 -4.7941837189e+01 -6.6301162151e+01 2212 -4.9391104917e+00 7.0065892433e+00
148653 8.7678536271e+01 -9.7434331416e+02 3.9101884156e+03 7.5780781187e+01 7.4547549509e+00 -3.8155995061e+02 2212 -3.7188825170e+00 2.5862155351e-01
149666 2.4081109270e+02 -1.1667712115e+03 4.5500315252e+03 4.9972398881e+02 -9.3117971475e+01 -2.0611196151e+02 2212 -2.5237931353e+00 9.8872851371e-02
150095 -2.2066870357e+01 -9.7094207157e+02 4.2973029419e+03 1.7244064321e+02 -6.0664390631e+01 -3.8380276401e+02 2212 -3.2120691619e+00 1.8648778416e-01
150479 4.0520392585e+01 -1.0512896994e+03 4.3451260502e+03 2.5927271992e+02 6.7098472594e+01 -4.2607624177e+02 2212 -5.1870494948e+00 1.4676106806e-02
150758 2.4520173817e+01 -1.0129877177e+03 4.4809809282e+03 3.7638261545e+02 5.4128794094e+01 -1.0596362970e+02 2212 -1.6489192850e+00 4.1836295518e+00
151265 1.5013564080e+02 -1.1716697101e+03 4.6661177419e+03 3.3988158009e+02 -9.1351712111e+01 -2.1574536151e+02 2212 -1.5194546299e+00 5.0899234805e-01
151977 2.3703372059e+02 -1.1012421412e+03 4.4295178770e+03 4.4947767891e+02 -5.7789117768e+01 -1.3494210428e+02 2212 -4.6745673411e+00 7.8047798583e-01
152030 -2.4699226131e+02 -1.0643357275e+03 4.5700398318e+03 3.6123581957e+02 -9.3489911884e+01 -3.5136376225e+02 2212 -4.1932987953e+00 4.8359511397e-02
152859 -1.2064734098e+02 -1.0645627206e+03 4.4428497049e+03 2.8777995623e+02 2.5787002435e+01 -3.3262138581e+02 2212 -1.3975422126e+00 2.2767136379e-01
153126 1.2764263622e+02 -1.1347622137e+03 4.7606999819e+03 1.0202141525e+02 -1.3026017663e+01 -4.5314049026e+02 2212 -4.3278923824e+00 7.9512322123e-03
153808 -3.1371177786e+02 -1.0540041142e+03 4.5057422021e+03 1.4392595867e+02 3.7841008006e+01 -3.5069475906e+02 2212 -1.0526971724e+00 3.1853086565e-01
153831 1.8520397411e+02 -1.0879452431e+03 4.7540441543e+03 3.1276841680e+02 7.0891013867e+01 -2.2593899942e+02 2212 -4.0743187647e+00 1.2152100268e+00
153858 -2.8284032704e+02 -1.1266590669e+03 4.9415952077e+03 1.5941740818e+02 2.2660976386e+00 -4.2530315197e+02 2212 -4.2551837799e+00 1.9166442969e-02
154531 1.1019226106e+01 -8.8324145386e+02 4.0160490386e+03 1.9726787248e+02 6.8723004396e+01 -1.0995236059e+02 2212 -4.8619476876e+00 4.7565277058e+01
154746 -1.9532678748e+02 -1.0154775789e+03 4.2744072011e+03 1.5865836594e+01 -1.1096119597e+00 -2.8363213491e+02 2212 -3.5024350213e+00 2.7896402800e+00
155045 -9.7383625043e+01 -9.9814465876e+02 4.0776102867e+03 4.9241840694e+02 -7.0826649566e+01 -2.4755487110e+02 2212 -2.2934309749e+00 1.8032061344e-01
155161 -1.4834242466e+02 -1.0223322531e+03 4.1317790829e+03 4.3406706803e+01 -1.2699921333e+01 -4.0594971351e+02 2212 -3.2343624760e+00 1.0414078448e-01
155508 -8.5045814102e+01 -1.0335157495e+03 4.3797250320e+03 1.3163258612e+02 -1.2671457356e+01 -4.1882185482e+02 2212 -2.1016263608e+00 6.1216146860e-02
155982 -1.9409317358e+01 -1.0279869760e+03 4.2327008597e+03 2.1544508039e+02 5.5995578979e+01 -4.1795820082e+02 2212 -2.3355928652e+00 3.7598208282e-02
156998 2.1171062184e+02 -9.8178224538e+02 4.4231800495e+03 2.6597494643e+02 6.6924969940e+01 -3.0762487558e+02 2212 -1.7774389458e+00 6.5039001882e-01
157623 3.8755418053e+01 -1.1887283270e+03 4.8015110811e+03 9.4465301184e+01 -2.6599505417e+01 -4.5144717002e+02 2212 -7.4765713024e-01 1.2498618204e-03
157687 -1.1422903463e+02 -1.1047356819e+03 4.3363429915e+03 1.5771912892e+02 1.5392785075e+01 -3.0871338288e+02 2212 -3.0456116500e+00 6.2645248937e-01
157882 2.8306591546e+02 -1.0398317488e+03 4.2072708542e+03 4.3802817299e+02 -3.1897141418e+01 -3.7570657025e+01 2212 -5.0692658855e+00 2.4347176469e+00
157884 1.9907245721e+02 -1.0232843908e+03 4.1813250307e+03 2.9929261200e+02 -1.0536780541e+02 -3.6689390682e+02 2212 -1.2008657348e+00 4.5427588836e-02
158740 1.6575381005e+02 -1.0990654044e+03 4.3426265701e+03 4.5183825502e+02 -1.2137944454e+02 -2.8198886355e+02 2212 -3.8786829317e+00 5.7096555107e-02
159111 1.5203383288e+02 -1.0069449304e+03 4.4643189078e+03 4.3217950277e+02 -4.1984862792e+01 -2.8161228572e+02 2212 -3.8768818865e+00 1.8889629566e-01
160058 1.4784220987e+02 -1.1970642187e+03 4.6977563175e+03 2.0836827231e+02 -3.4261782344e+01 -4.0014057955e+02 2212 -8.0857731239e-01 1.3382382999e-02
160175 -2.7108846124e+02 -1.0155214814e+03 4.1329521790e+03 5.3861869919e+01 4.1279535605e+00 -4.7277505483e+02 2212 -2.9662253226e+00 1.0503450598e-03
160319 -6.6304605515e+01 -1.0216189773e+03 4.7592950244e+03 4.6543008925e+02 7.9608522662e+01 -2.5653918553e+02 2212 -2.6353577264e+00 3.3114281768e-01
160332 -7.9730036540e+01 -9.2850560783e+02 3.7985949101e+03 2.6798853021e+02 7.7323650586e+01 -3.7824045858e+02 2212 -5.0417855028e+00 1.3181772249e-01
160940 -9.5569329490e+01 -1.0797345230e+03 4.2404366049e+03 2.4709601184e+02 5.8440677810e+01 -3.6937565259e+02 2212 -1.6231485847e+00 9.8229505121e-02
161384 2.1734583216e+01 -1.2403201783e+03 4.7141959824e+03 5.1627255589e+02 -1.0763870249e+02 -1.0291737931e+02 2212 -1.8398012263e+00 3.0642183197e-01
161408 -2.2019888071e+02 -1.0599722939e+03 4.8701474018e+03 6.5712658454e+01 1.6448020043e+01 -4.6980978620e+02 2212 -4.7678160593e+00 4.1490522074e-03
161645 3.0557909190e+02 -1.1245067166e+03 4.4236916993e+03 5.2684778351e+02 -8.7731456024e+01 -7.8350590457e+00 2212 -8.4274459584e-01 9.0945805125e-01
161768 2.8972660552e+02 -1.0685432011e+03 4.6931706541e+03 2.2249648892e+02 -7.6753209229e+01 -1.5807096880e+01 2212 -2.4550100551e+00 3.7554412726e+01
161903 -1.0216532045e+01 -9.5617586636e+02 3.9878814370e+03 5.0812868600e+02 -9.9839297895e+01 -1.2894335760e+02 2212 -2.9948147696e+00 9.8745536783e-01
161936 9.8641969081e+01 -1.0146343647e+03 4.6231311885e+03 7.9839811018e+01 4.5403339944e+00 -4.3947739394e+02 2212 -3.8221615793e+00 3.5846101307e-02
162062 -1.1828763135e+02 -1.0268330647e+03 4.1579326937e+03 4.3498620605e+02 -2.8387769681e+01 -2.8483954893e+02 2212 -3.5614694022e+00 1.5822690232e-01
162300 1.6182515936e+02 -1.1920728293e+03 4.6538941699e+03 2.8194842488e+02 -1.5817192640e+01 -3.1127889214e+02 2212 -2.7190097906e+00 1.7808708716e-01
162593 -2.7213707616e+02 -1.0365030916e+03 4.3308343413e+03 1.2770493659e+02 -5.2084612433e+00 -4.4158192041e+02 2212 -2.2334463657e+00 1.7700401024e-02
162697 -2.1914386362e+02 -1.0707477191e+03 4.1585199166e+03 2.2137084842e+02 -7.0664420890e+01 -4.3059462603e+02 2212 -1.0035914201e+00 4.8281700669e-03
