# EvtID pe_px[MeV/c] pe_py[MeV/c] pe_pz[MeV/c] prec_px[MeV/c] prec_py[MeV/c] prec_pz[MeV/c] pidrec zvtx[cm] weight
58956 4.0112351916e+01 1.0143523807e+03 3.6866088467e+03 2.0083887210e+02 9.2463608274e+00 -1.8656527306e+02 2212 -4.3182653242e+00 5.7851275605e+00
58999 -6.0361403626e+01 1.3277659135e+03 4.3133980753e+03 6.3479686669e+01 -1.2790252694e+01 -4.1318486252e+02 2212 -2.0117056191e+00 1.9651669448e-03
59471 -1.5543717953e+02 1.3995159402e+03 4.3921726597e+03 2.5875346164e+02 4.8807107439e+01 -3.4778139680e+02 2212 -6.3097117073e-01 4.3708759067e-03
59570 -2.1473383239e+02 1.4309727388e+03 4.8107164441e+03 1.6198890699e+02 -5.3748617277e+01 -3.7699583332e+02 2212 -3.3473951574e+00 7.0933009725e-05
59693 4.2282122861e+01 1.1349483956e+03 3.9220396143e+03 4.5761196694e+02 -5.8541808754e+01 -2.3851466144e+02 2212 -1.8564203458e+00 1.2626245846e-01
59813 -2.0866075049e+02 1.3902575824e+03 4.3931335887e+03 5.1528290670e+02 9.6328930125e+01 -1.9786846658e+02 2212 -4.0281217075e+00 1.8087937370e-02
59855 -1.3901236332e+02 1.2058727438e+03 4.2570853219e+03 2.6579864005e+02 2.6823991229e+01 -2.9887025998e+02 2212 -8.9845888736e-01 1.5408072953e-01
59995 -1.8522191333e+02 1.2569680739e+03 4.0312035375e+03 2.9158357112e+02 7.0955189056e+01 -1.6597617763e+02 2212 -3.6015703629e+00 7.2527327255e-01
60463 8.5722649365e+01 1.6106362228e+03 4.8916497292e+03 3.0452599792e+02 -2.8388560157e+00 -1.9023223731e+02 2212 -4.3714061724e+00 3.4582333057e-02
60538 -1.6057672449e+02 1.3409272041e+03 4.2507083181e+03 4.6025509743e+02 1.3175400532e+01 -2.5163529806e+02 2212 -3.2659550169e+00 2.0657226574e-02
60911 -1.8449127503e+01 1.5255104603e+03 4.6301991033e+03 3.6585378606e+02 5.0765453335e+01 -1.8832588494e+01 2212 -8.7288059830e-01 4.4819393188e-01
61049 -2.5707895421e+01 1.2146683685e+03 4.2078731763e+03 4.7813258029e+02 -1.2779092650e+02 -9.6312547202e+01 2212 -3.5266078969e+00 4.9016346398e-01
61254 -1.4196975574e+02 1.3851437836e+03 4.7720723904e+03 5.8722941394e+02 -9.7740432140e+01 -8.8109489763e+01 2212 -4.2199717702e+00 8.8407420553e-02
61272 -8.3383335857e+01 1.3985006607e+03 4.7263075063e+03 3.5118900015e+02 5.5483023171e+01 -3.2056287283e+02 2212 -5.3344314203e+00 8.2159830005e-03
61814 8.8271937801e+00 1.3987477437e+03 4.3918855590e+03 3.7949976949e+02 -5.3749455248e+01 -7.2290481727e+01 2212 -4.9336496852e+00 5.8934607734e-01
62161 -6.3182590427e+01 1.2450573483e+03 4.3897849446e+03 4.4060175059e+02 -4.7629646091e+01 -3.2630440266e+02 2212 -7.1243414842e-01 1.5676650826e-02
62254 -3.6743150388e+01 1.4805771131e+03 4.9513942520e+03 1.6981447524e+02 5.6434320192e+01 -2.9075698511e+02 2212 -2.0281391074e+00 3.2117720610e-02
63211 8.2777068020e+01 1.2967799141e+03 4.6562017688e+03 6.0288672634e+02 -1.1043655607e+02 -1.4614514036e+02 2212 -5.1353464480e+00 5.4656140946e-02
63599 -1.3887815915e+02 1.1151114574e+03 3.9897949229e+03 2.8669259246e+02 5.7486286369e+01 -3.4654248775e+02 2212 -4.3847451331e+00 7.1466958517e-02
64035 9.8078394218e+01 1.4260532689e+03 4.7436926401e+03 4.0739415456e+02 1.7081213731e+01 -1.2212053831e+02 2212 -3.8068236115e+00 2.0565825094e-01
